,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
1642,Hyundai Santro AT,2005,130000,110000,CNG,Individual,Manual,Second Owner
1643,Maruti Swift VDI,2015,320000,74820,Diesel,Individual,Manual,First Owner
1644,Mahindra XUV500 W6,2014,550000,82000,Diesel,Individual,Manual,First Owner
1645,Maruti Wagon R,2015,370000,50000,Petrol,Individual,Manual,Second Owner
1646,Chevrolet Beat LT,2010,114999,70000,Petrol,Individual,Manual,Second Owner
1647,Hyundai Tucson CRDi,2006,170000,170000,Diesel,Individual,Manual,First Owner
1648,Tata Indigo TDI,2008,80000,150000,Diesel,Individual,Manual,Third Owner
1649,Ford EcoSport 1.5,2019,950000,17000,Diesel,Individual,Manual,First Owner
1650,Maruti Swift Dzire,2014,425000,150000,Diesel,Individual,Manual,First Owner
1651,Hyundai i20 Asta,2015,500000,80000,Diesel,Individual,Manual,First Owner
1652,Hyundai Santro Xing,2005,70000,170000,Petrol,Individual,Manual,Third Owner
1653,Honda Amaze S,2013,349000,120000,Diesel,Individual,Manual,First Owner
1654,Hyundai i20 1.2,2012,330000,90000,Petrol,Individual,Manual,Third Owner
1655,Hyundai Santro Xing,2010,120000,90000,Petrol,Individual,Manual,Third Owner
1656,Hyundai Verna 1.6,2013,430000,100000,Diesel,Individual,Manual,Second Owner
1657,Maruti Swift VDI,2014,390000,90000,Diesel,Individual,Manual,First Owner
1658,Nissan Micra Diesel,2012,225000,129000,Diesel,Individual,Manual,First Owner
1659,Tata Sumo LX,2009,100000,66778,Diesel,Individual,Manual,First Owner
1660,Hyundai EON Era,2014,190000,50000,Petrol,Individual,Manual,First Owner
1661,Hyundai i20 Sportz,2014,315000,110000,Diesel,Individual,Manual,Second Owner
1662,Hyundai Grand i10,2015,300000,60000,Diesel,Individual,Manual,Second Owner
1663,Renault KWID RXT,2016,280000,40000,Petrol,Individual,Manual,First Owner
1664,Tata Tiago 1.2,2018,539000,10000,Petrol,Individual,Manual,First Owner
1665,Maruti Celerio ZXI,2017,420000,50000,Petrol,Individual,Manual,First Owner
1666,Hyundai EON D,2014,180000,76000,Petrol,Individual,Manual,Second Owner
1667,Chevrolet Tavera Neo,2014,400000,120000,Diesel,Individual,Manual,Second Owner
1668,Mahindra Scorpio VLX,2009,360000,170000,Diesel,Individual,Automatic,Third Owner
1669,Honda Brio 1.2,2016,350000,63400,Petrol,Individual,Manual,First Owner
1670,Datsun GO Plus,2015,380000,25000,Petrol,Individual,Manual,First Owner
1671,Hyundai i10 Era,2009,140000,80000,Petrol,Individual,Manual,Third Owner
1672,Maruti Wagon R,2012,200000,90000,Petrol,Individual,Manual,First Owner
1673,Hyundai Santro Xing,2011,150000,157000,Petrol,Individual,Manual,First Owner
1674,Mahindra Bolero SLX,2007,300000,100000,Diesel,Individual,Manual,Second Owner
1675,Renault KWID RXT,2017,280000,50000,Petrol,Individual,Manual,First Owner
1676,Maruti Alto K10,2011,200000,40000,Petrol,Individual,Manual,First Owner
1677,Chevrolet Aveo U-VA,2009,110000,38500,Petrol,Individual,Manual,Second Owner
1678,Hyundai i10 Magna,2008,140000,103921,Petrol,Individual,Manual,Second Owner
1679,Honda BR-V i-DTEC,2016,910000,43377,Diesel,Dealer,Manual,First Owner
1680,Ford Figo Diesel,2010,160000,102307,Diesel,Dealer,Manual,First Owner
1681,Chevrolet Beat Diesel,2012,160000,110000,Diesel,Individual,Manual,First Owner
1682,Chevrolet Sail Hatchback,2013,225000,80000,Diesel,Individual,Manual,First Owner
1683,Ford EcoSport 1.5,2018,930000,20000,Diesel,Individual,Manual,First Owner
1684,Hyundai Getz 1.5,2008,110000,154000,Diesel,Individual,Manual,Third Owner
1685,Renault Lodgy Stepway,2017,650000,40000,Diesel,Individual,Manual,First Owner
1686,Maruti Swift VXI,2019,550000,51000,Petrol,Individual,Manual,First Owner
1687,Maruti Alto LX,2008,85000,120000,Petrol,Individual,Manual,Second Owner
1688,Toyota Etios 1.5,2016,509999,35000,Petrol,Individual,Manual,First Owner
1689,Maruti Baleno Alpha,2017,650000,70000,Diesel,Individual,Manual,First Owner
1690,Chevrolet Spark 1.0,2011,140000,60000,Petrol,Individual,Manual,Second Owner
1691,Maruti Alto LXi,2011,150000,70000,Petrol,Individual,Manual,First Owner
1692,Datsun GO Plus,2018,450000,10000,Petrol,Individual,Manual,Second Owner
1693,Renault KWID 1.0,2017,400000,60000,Petrol,Individual,Manual,First Owner
1694,Tata Tiago 1.2,2016,300000,30000,Petrol,Individual,Manual,First Owner
1695,Maruti Alto 800,2012,250000,8000,Petrol,Individual,Manual,First Owner
1696,Tata Tigor 1.2,2019,500000,10000,Petrol,Individual,Manual,First Owner
1697,Nissan Sunny Diesel,2012,300000,110000,Diesel,Individual,Manual,First Owner
1698,Mahindra XUV500 AT,2015,740000,45000,Diesel,Dealer,Automatic,First Owner
1699,Hyundai Santro Xing,2005,70000,68500,Petrol,Dealer,Manual,First Owner
1700,Hyundai Santro Sportz,2019,484999,5007,Petrol,Dealer,Automatic,First Owner
1701,Nissan Micra Active,2013,164000,30000,Petrol,Individual,Manual,First Owner
1702,Honda City 1.5,2008,140000,70000,Petrol,Individual,Automatic,First Owner
1703,Mercedes-Benz E-Class E250,2011,999000,49600,Diesel,Dealer,Automatic,First Owner
1704,Maruti Alto LXI,2005,56000,23000,Petrol,Individual,Manual,Second Owner
1705,Hyundai Verna 1.6,2010,190000,38000,Petrol,Dealer,Manual,First Owner
1706,Hyundai i10 Sportz,2011,235000,43100,Petrol,Dealer,Manual,First Owner
1707,Datsun GO Plus,2017,350000,10171,Petrol,Dealer,Manual,First Owner
1708,Renault Duster 110PS,2015,465000,41123,Diesel,Dealer,Manual,First Owner
1709,Honda City i,2014,450000,40000,Diesel,Dealer,Manual,First Owner
1710,Volkswagen Jetta 2.0L,2015,790000,52517,Diesel,Dealer,Manual,First Owner
1711,Mahindra Marazzo M2,2019,900000,20000,Diesel,Individual,Manual,First Owner
1712,Ford Ecosport 1.5,2014,450000,99117,Diesel,Dealer,Manual,First Owner
1713,Chevrolet Spark 1.0,2009,135000,90000,Petrol,Individual,Manual,First Owner
1714,Maruti Celerio ZXI,2019,425000,3700,Petrol,Individual,Manual,First Owner
1715,Tata Indica Vista,2010,100000,80000,Diesel,Individual,Manual,First Owner
1716,Ford EcoSport 1.5,2015,650000,100000,Diesel,Individual,Manual,Second Owner
1717,Tata Indica Vista,2011,90000,54000,Diesel,Individual,Manual,First Owner
1718,Hyundai EON Era,2017,250000,19000,Petrol,Individual,Manual,First Owner
1719,Maruti Swift Dzire,2014,300000,120000,Diesel,Individual,Manual,First Owner
1720,Maruti Wagon R,2014,275000,30000,Petrol,Individual,Manual,First Owner
1721,Honda BRV i-VTEC,2017,600000,43500,Petrol,Individual,Manual,First Owner
1722,Renault KWID RXT,2016,270000,60000,Petrol,Individual,Manual,Second Owner
1723,Renault KWID RXT,2016,240000,70000,Petrol,Individual,Manual,Second Owner
1724,Renault KWID 1.0,2016,350000,20000,Petrol,Individual,Manual,First Owner
1725,Maruti Swift Dzire,2015,650000,58000,Diesel,Individual,Manual,First Owner
1726,Maruti Wagon R,2014,350000,40000,Petrol,Dealer,Manual,First Owner
1727,Maruti Wagon R,2005,75000,70000,Petrol,Individual,Manual,Second Owner
1728,Hyundai i20 Asta,2012,440000,70000,Diesel,Dealer,Manual,First Owner
1729,Hyundai Santro Xing,2013,270000,60000,Petrol,Individual,Manual,First Owner
1730,Maruti Omni 8,2015,238000,70000,Petrol,Dealer,Manual,First Owner
1731,Skoda Fabia 1.2L,2010,260000,150000,Diesel,Individual,Manual,First Owner
1732,Toyota Etios VD,2012,350000,140000,Diesel,Individual,Manual,Third Owner
1733,Toyota Etios Liva,2015,480000,70000,Diesel,Individual,Manual,First Owner
1734,Toyota Etios Liva,2012,345000,137250,Diesel,Individual,Manual,Second Owner
1735,Mahindra Scorpio M2DI,2013,500000,110000,Diesel,Individual,Manual,Second Owner
1736,Hyundai Grand i10,2017,595000,27000,Petrol,Dealer,Manual,First Owner
1737,Renault KWID Climber,2020,541000,1000,Petrol,Dealer,Manual,Test Drive Car
1738,Hyundai Santro Asta,2018,515000,16000,Petrol,Dealer,Manual,First Owner
1739,Ford Figo Aspire,2019,894999,13000,Diesel,Dealer,Manual,Test Drive Car
1740,Renault Pulse RxZ,2012,325000,47000,Diesel,Dealer,Manual,First Owner
1741,Maruti Ciaz 1.4,2018,925000,22000,Petrol,Individual,Manual,First Owner
1742,Nissan Terrano XL,2017,844999,30000,Petrol,Individual,Manual,First Owner
1743,Maruti Ciaz 1.4,2018,925000,20000,Petrol,Individual,Manual,First Owner
1744,Tata Manza Club,2013,300000,60000,Diesel,Individual,Manual,First Owner
1745,Toyota Camry M/t,2008,650000,75000,Petrol,Individual,Manual,Second Owner
1746,Maruti Alto K10,2010,175000,64000,Petrol,Dealer,Manual,First Owner
1747,Maruti SX4 S,2015,325000,80000,Diesel,Individual,Manual,First Owner
1748,Renault Duster 85PS,2017,600000,90000,Diesel,Individual,Manual,First Owner
1749,Maruti Swift ZXI,2018,700000,30000,Petrol,Individual,Manual,First Owner
1750,Maruti Celerio ZXI,2019,490000,20000,Petrol,Dealer,Manual,First Owner
1751,Tata Safari DICOR,2013,380000,100000,Diesel,Individual,Manual,First Owner
1752,Hyundai Grand i10,2018,550000,31000,Petrol,Dealer,Manual,First Owner
1753,Maruti Alto 800,2013,225000,47000,Petrol,Dealer,Manual,First Owner
1754,Tata Nexon 1.2,2018,570000,11200,Petrol,Individual,Manual,First Owner
1755,Maruti Alto 800,2018,305000,35000,Petrol,Dealer,Manual,First Owner
1756,Maruti Wagon R,2010,240000,50000,LPG,Dealer,Manual,First Owner
1757,Maruti Ertiga SHVS,2015,700000,55000,Diesel,Dealer,Manual,First Owner
1758,Maruti Omni E,2018,288000,20000,Petrol,Dealer,Manual,First Owner
1759,Mahindra Bolero B4,2017,800000,75000,Diesel,Dealer,Manual,First Owner
1760,Maruti Celerio VXI,2017,430000,93000,Petrol,Dealer,Manual,First Owner
1761,Chevrolet Beat Diesel,2009,195000,57000,Diesel,Dealer,Manual,Second Owner
1762,Maruti Eeco Smiles,2014,325000,30000,Petrol,Dealer,Manual,First Owner
1763,Renault Duster 85PS,2013,450000,73000,Diesel,Dealer,Manual,First Owner
1764,Maruti Swift Dzire,2016,630000,65000,Diesel,Dealer,Manual,First Owner
1765,Maruti Swift 1.3,2009,250000,62000,Petrol,Dealer,Manual,Second Owner
1766,Hyundai Santro GLS,2007,135000,85000,Petrol,Dealer,Manual,First Owner
1767,Chevrolet Spark 1.0,2010,110000,73000,Petrol,Individual,Manual,First Owner
1768,Maruti Swift ZDi,2012,350000,55000,Diesel,Dealer,Manual,First Owner
1769,Maruti Omni E,2016,240000,5800,Petrol,Individual,Manual,Second Owner
1770,Maruti Swift ZXI,2018,600000,30000,Petrol,Individual,Manual,First Owner
1771,Maruti Swift Dzire,2018,750000,20000,Diesel,Individual,Manual,First Owner
1772,Hyundai EON Era,2018,270000,20000,Petrol,Individual,Manual,First Owner
1773,Maruti Alto LXi,2007,90000,100000,Petrol,Individual,Manual,Second Owner
1774,Maruti Wagon R,2013,350000,65000,Petrol,Individual,Manual,First Owner
1775,Ford Figo Diesel,2013,285000,90000,Diesel,Individual,Manual,Second Owner
1776,Mahindra Xylo D2,2011,350000,140000,Diesel,Individual,Manual,Second Owner
1777,Honda Jazz Select,2010,285000,60000,Petrol,Dealer,Manual,Second Owner
1778,Honda Amaze VX,2018,780000,32114,Diesel,Dealer,Manual,First Owner
1779,Maruti Celerio VXI,2014,300000,82000,Petrol,Dealer,Manual,Second Owner
1780,Maruti Swift VXI,2006,160000,95149,Petrol,Dealer,Manual,Second Owner
1781,Honda Amaze VX,2018,625000,68458,Petrol,Dealer,Manual,First Owner
1782,Maruti Ritz VXi,2010,265000,42000,Petrol,Individual,Manual,First Owner
1783,Honda City i,2014,515000,90000,Diesel,Individual,Manual,Second Owner
1784,Hyundai i20 Active,2016,650000,100000,Diesel,Individual,Manual,First Owner
1785,Mahindra TUV 300,2017,650000,80000,Diesel,Individual,Manual,First Owner
1786,Hyundai Getz 1.3,2010,150000,105546,Petrol,Individual,Manual,First Owner
1787,Toyota Etios Liva,2018,500000,10000,Petrol,Individual,Manual,First Owner
1788,Hyundai i20 Magna,2013,340000,35000,Petrol,Individual,Manual,First Owner
1789,Toyota Etios GD,2011,350000,120000,Diesel,Individual,Manual,Third Owner
1790,Maruti Swift VDI,2016,595000,70000,Diesel,Individual,Manual,First Owner
1791,Mahindra Scorpio VLX,2014,700000,130000,Diesel,Individual,Manual,Third Owner
1792,Renault KWID RXL,2019,265000,40000,Petrol,Individual,Manual,First Owner
1793,Maruti Alto K10,2015,320000,60000,Petrol,Individual,Manual,Second Owner
1794,Honda City 1.5,2011,310000,110000,Petrol,Individual,Manual,First Owner
1795,Honda City i,2014,700000,130000,Diesel,Individual,Manual,First Owner
1796,Maruti Alto LXi,2009,130000,80000,Petrol,Individual,Manual,Second Owner
1797,Maruti Swift Dzire,2009,150000,120000,Diesel,Individual,Manual,Second Owner
1798,Honda Amaze E,2015,300000,104000,Diesel,Individual,Manual,Second Owner
1799,Maruti Swift Dzire,2011,150000,100000,Petrol,Individual,Manual,Second Owner
1800,Hyundai Creta 1.4,2016,950000,90000,Diesel,Individual,Manual,Second Owner
1801,Maruti Wagon R,2007,100000,60000,Petrol,Individual,Manual,Second Owner
1802,Honda Jazz 1.5,2015,450000,76000,Diesel,Individual,Manual,First Owner
1803,Mahindra Renault Logan,2009,200000,30000,Petrol,Individual,Manual,Second Owner
1804,Tata Indigo LS,2010,250000,96000,Diesel,Individual,Manual,Second Owner
1805,Maruti Alto VXi,2015,280000,26134,Petrol,Dealer,Manual,First Owner
1806,Maruti Ritz VDi,2011,260000,52895,Diesel,Dealer,Manual,First Owner
1807,Hyundai Verna SX,2013,550000,42324,Diesel,Dealer,Manual,Second Owner
1808,Mahindra Scorpio EX,2012,550000,60236,Diesel,Dealer,Manual,First Owner
1809,Maruti Wagon R,2014,210000,70000,Petrol,Individual,Manual,Second Owner
1810,Maruti Wagon R,2014,210000,70000,Petrol,Individual,Manual,Third Owner
1811,Mahindra Xylo E8,2009,290000,100000,Diesel,Individual,Manual,Second Owner
1812,Fiat 500 Lounge,2008,250999,110000,Diesel,Individual,Manual,First Owner
1813,Renault Triber RXT,2019,600000,10300,Petrol,Individual,Manual,First Owner
1814,Fiat Grande Punto,2014,270000,120000,Diesel,Individual,Manual,Second Owner
1815,Tata New Safari,2012,550000,142000,Diesel,Individual,Manual,First Owner
1816,Mahindra TUV 300,2017,800000,25000,Diesel,Individual,Manual,First Owner
1817,Tata Altroz XE,2020,500000,5000,Petrol,Individual,Manual,First Owner
1818,Hyundai Grand i10,2016,396000,28643,Petrol,Dealer,Manual,First Owner
1819,Honda City i,2014,600000,50000,Diesel,Individual,Manual,First Owner
1820,Maruti Wagon R,2019,575000,30000,Petrol,Dealer,Manual,First Owner
1821,Hyundai Santro Sportz,2020,520000,5000,Petrol,Individual,Manual,First Owner
1822,Maruti Baleno Delta,2018,600000,7600,Petrol,Individual,Automatic,First Owner
1823,Chevrolet Beat Diesel,2013,195000,47253,Diesel,Dealer,Manual,First Owner
1824,Maruti Alto K10,2015,281000,4432,Petrol,Dealer,Automatic,Second Owner
1825,Tata Indica GLS,2010,75000,110000,Petrol,Individual,Manual,Second Owner
1826,Hyundai Grand i10,2014,400000,25000,Petrol,Individual,Manual,First Owner
1827,Tata Indica Vista,2009,93000,70000,Diesel,Individual,Manual,Second Owner
1828,Hyundai i20 Active,2016,560000,68523,Petrol,Dealer,Manual,First Owner
1829,Hyundai EON 1.0,2019,400000,5000,Petrol,Individual,Manual,First Owner
1830,Tata Tigor 1.2,2018,459999,40000,Petrol,Individual,Manual,First Owner
1831,Hyundai Xcent 1.2,2017,450000,43000,Diesel,Individual,Manual,First Owner
1832,Maruti Alto Green,2010,88000,80251,CNG,Dealer,Manual,Second Owner
1833,Hyundai i20 1.2,2010,250000,34500,Petrol,Individual,Manual,Second Owner
1834,Chevrolet Beat Diesel,2013,130000,93900,Diesel,Individual,Manual,Second Owner
1835,Chevrolet Beat Diesel,2012,120000,110000,Diesel,Individual,Manual,First Owner
1836,Chevrolet Optra Magnum,2012,300000,25000,Diesel,Individual,Manual,First Owner
1837,Maruti A-Star Lxi,2009,145000,25000,Petrol,Individual,Manual,First Owner
1838,Chevrolet Spark 1.0,2013,240000,10000,Petrol,Individual,Manual,First Owner
1839,Honda WR-V i-DTEC,2018,700000,30000,Diesel,Individual,Manual,First Owner
1840,Hyundai Accent GLX,2010,145000,110000,Petrol,Individual,Manual,Second Owner
1841,Maruti Ertiga VDI,2014,535000,80000,Diesel,Individual,Manual,Second Owner
1842,Mahindra KUV 100,2016,420000,21000,Petrol,Individual,Manual,First Owner
1843,Maruti Alto K10,2016,350000,20000,Petrol,Individual,Manual,First Owner
1844,Maruti Swift VDI,2015,550000,32000,Diesel,Individual,Manual,First Owner
1845,Tata Indica Vista,2012,198000,70000,Diesel,Individual,Manual,Second Owner
1846,Hyundai i20 Magna,2013,420000,50000,Diesel,Individual,Manual,First Owner
1847,Hyundai EON Sportz,2012,150000,55766,Petrol,Individual,Manual,Second Owner
1848,Nissan Micra XL,2011,275000,40000,Petrol,Individual,Manual,Second Owner
1849,Maruti Swift LXi,2008,200000,50000,Petrol,Individual,Manual,First Owner
1850,Maruti Swift Dzire,2010,250000,110000,Diesel,Individual,Manual,Second Owner
1851,Tata Indigo TDI,2013,182000,100000,Diesel,Individual,Manual,First Owner
1852,Maruti Swift VDI,2013,400000,50000,Diesel,Individual,Manual,First Owner
1853,Maruti Baleno Delta,2017,650000,20000,Diesel,Individual,Manual,First Owner
1854,Hyundai i10 Magna,2010,400000,50000,Petrol,Individual,Manual,First Owner
1855,Tata Manza Aura,2012,295000,80000,Diesel,Individual,Manual,Second Owner
1856,Maruti Omni LPG,2006,60000,135000,LPG,Individual,Manual,Fourth & Above Owner
1857,Fiat Linea 1.3,2015,550000,113600,Diesel,Individual,Manual,First Owner
1858,Hyundai Santro Xing,2008,190000,70000,Petrol,Individual,Manual,Third Owner
1859,Ford Aspire Titanium,2018,861999,20000,Diesel,Dealer,Manual,First Owner
1860,Ford Aspire Titanium,2018,782000,14000,Petrol,Dealer,Manual,First Owner
1861,Ford Freestyle Titanium,2018,836000,26000,Diesel,Dealer,Manual,First Owner
1862,Honda City i,2016,696000,138925,Petrol,Dealer,Manual,First Owner
1863,Honda Jazz 1.5,2016,596000,121764,Diesel,Dealer,Manual,First Owner
1864,Honda Jazz 1.2,2016,612000,105429,Petrol,Dealer,Manual,First Owner
1865,Maruti Alto 800,2015,114999,35000,Petrol,Individual,Manual,First Owner
1866,Tata Bolt Quadrajet,2017,340000,60000,Diesel,Individual,Manual,First Owner
1867,Maruti Swift ZXI,2020,550000,5000,Petrol,Individual,Manual,First Owner
1868,Chevrolet Aveo U-VA,2008,114999,70000,Petrol,Individual,Manual,Third Owner
1869,Maruti Vitara Brezza,2019,890000,20000,Diesel,Individual,Manual,First Owner
1870,Tata Nexon 1.2,2019,715000,8000,Petrol,Individual,Manual,First Owner
1871,Hyundai i20 Asta,2014,525000,54000,Petrol,Dealer,Manual,Second Owner
1872,Hyundai i20 Asta,2014,475000,23122,Petrol,Dealer,Manual,Second Owner
1873,Chevrolet Cruze LT,2012,349000,44500,Diesel,Dealer,Manual,Second Owner
1874,Volkswagen Polo GTI,2017,825000,13599,Petrol,Dealer,Automatic,First Owner
1875,Mahindra Scorpio SLE,2014,550000,100000,Diesel,Individual,Manual,Second Owner
1876,Maruti Swift 1.3,2006,95000,110000,Petrol,Individual,Manual,Third Owner
1877,Toyota Innova 2.5,2014,725000,90000,Diesel,Individual,Manual,Second Owner
1878,Tata Tigor 1.2,2019,670000,17000,Petrol,Individual,Manual,First Owner
1879,Maruti Alto LX,2008,65000,140000,Petrol,Individual,Manual,First Owner
1880,Mahindra Xylo D4,2015,500000,50000,Diesel,Individual,Manual,Second Owner
1881,Mahindra KUV 100,2017,600000,53000,Petrol,Individual,Manual,First Owner
1882,Maruti Wagon R,2017,350000,70000,Petrol,Individual,Manual,Second Owner
1883,Chevrolet Beat Diesel,2012,200000,70000,Diesel,Individual,Manual,Second Owner
1884,Hyundai EON Sportz,2012,150000,80000,Petrol,Individual,Manual,First Owner
1885,Honda Amaze EX,2013,350000,90000,Diesel,Individual,Manual,Second Owner
1886,BMW X1 sDrive20d,2011,890000,86000,Diesel,Individual,Automatic,Second Owner
1887,Mahindra Scorpio M2DI,2014,500000,120000,Diesel,Individual,Manual,First Owner
1888,Hyundai Elite i20,2019,600000,5200,Petrol,Individual,Manual,First Owner
1889,Chevrolet Beat LS,2010,99000,60000,Petrol,Individual,Manual,Second Owner
1890,Hyundai i10 Era,2011,235000,46000,Petrol,Individual,Manual,First Owner
1891,Tata Indigo GLX,2006,75000,40000,Petrol,Individual,Manual,Second Owner
1892,Honda City i,2014,600000,90000,Diesel,Individual,Manual,Second Owner
1893,Hyundai Verna 1.6,2012,390000,90000,Diesel,Individual,Manual,First Owner
1894,Volkswagen Polo 1.5,2015,600000,70000,Diesel,Individual,Manual,First Owner
1895,Hyundai i20 1.2,2017,600000,70000,Petrol,Individual,Manual,Second Owner
1896,Hyundai Elite i20,2019,730000,35000,Diesel,Individual,Manual,Second Owner
1897,Hyundai Grand i10,2017,450000,12700,Petrol,Individual,Automatic,First Owner
1898,Maruti Ritz LDi,2011,250000,80000,Diesel,Individual,Manual,First Owner
1899,Renault KWID 1.0,2018,300000,20000,Petrol,Individual,Manual,First Owner
1900,Ford EcoSport 1.5,2017,800000,19000,Petrol,Individual,Manual,First Owner
1901,Fiat Grande Punto,2009,125000,95000,Diesel,Individual,Manual,Second Owner
1902,Volkswagen Polo Diesel,2012,295000,90000,Diesel,Individual,Manual,First Owner
1903,Ford Ecosport 1.0,2013,650000,45839,Petrol,Dealer,Manual,First Owner
1904,Chevrolet Aveo 1.4,2010,200000,74510,Petrol,Dealer,Manual,First Owner
1905,Chevrolet Aveo U-VA,2009,130000,87293,Petrol,Dealer,Manual,First Owner
1906,Ford Figo Diesel,2012,250000,156040,Diesel,Dealer,Manual,First Owner
1907,Ford Aspire Titanium,2017,430000,101159,Petrol,Dealer,Manual,First Owner
1908,Hyundai EON 1.0,2015,170000,80000,Petrol,Individual,Manual,Second Owner
1909,Tata Tiago 2019-2020,2019,450000,12000,Petrol,Individual,Manual,First Owner
1910,Maruti Swift ZXI,2013,350000,90000,Petrol,Individual,Manual,First Owner
1911,Chevrolet Spark 1.0,2011,130000,68519,Petrol,Dealer,Manual,First Owner
1912,Chevrolet Beat Diesel,2012,180000,55130,Diesel,Dealer,Manual,First Owner
1913,Ford Ecosport 1.0,2014,475000,65239,Petrol,Dealer,Manual,First Owner
1914,Volkswagen Polo 1.2,2015,470000,58182,Petrol,Dealer,Manual,First Owner
1915,Ford Fiesta Diesel,2012,200000,91245,Diesel,Dealer,Manual,First Owner
1916,Mahindra XUV500 W8,2013,650000,102989,Diesel,Dealer,Manual,First Owner
1917,Honda City 1.5,2010,400000,50000,Petrol,Individual,Manual,First Owner
1918,Maruti Swift Dzire,2014,409999,90000,Diesel,Individual,Manual,First Owner
1919,Maruti Swift VDI,2018,640000,25000,Diesel,Individual,Manual,First Owner
1920,Maruti Wagon R,2007,160000,80000,Petrol,Individual,Manual,Second Owner
1921,Maruti Baleno Zeta,2018,750000,70000,Diesel,Individual,Manual,First Owner
1922,Maruti Alto STD,2008,80000,100000,Petrol,Individual,Manual,Second Owner
1923,Maruti Celerio VDi,2016,240000,90000,Diesel,Individual,Manual,Third Owner
1924,Maruti Esteem Lxi,2005,60000,60000,Petrol,Individual,Manual,Third Owner
1925,Maruti Alto LX,2007,70000,120000,Petrol,Individual,Manual,Third Owner
1926,Volkswagen Jetta 1.9,2008,285000,90000,Diesel,Individual,Automatic,Second Owner
1927,Maruti Swift VDI,2015,350000,60000,Diesel,Individual,Manual,Second Owner
1928,Hyundai i20 Active,2015,699000,30000,Diesel,Individual,Manual,Second Owner
1929,Ford Figo Diesel,2011,275000,108000,Diesel,Individual,Manual,Second Owner
1930,Hyundai i20 1.4,2012,350000,160000,Diesel,Individual,Manual,Second Owner
1931,Maruti Alto LXi,2006,135000,90000,Petrol,Individual,Manual,Third Owner
1932,Mahindra Xylo E4,2010,325000,120000,Diesel,Individual,Manual,Third Owner
1933,Mahindra XUV500 W8,2012,650000,102000,Diesel,Individual,Manual,Second Owner
1934,Ford Fiesta Petrol,2012,450000,60000,Petrol,Dealer,Manual,First Owner
1935,Tata Tiago 1.2,2019,425000,3000,Petrol,Individual,Manual,First Owner
1936,Maruti Alto LXi,2006,150000,75118,Petrol,Individual,Manual,Second Owner
1937,Maruti Ritz LDi,2013,290000,140000,Diesel,Individual,Manual,Second Owner
1938,Hyundai Xcent 1.2,2014,335000,60000,Petrol,Individual,Manual,Second Owner
1939,Chevrolet Optra 1.6,2006,120000,79000,Petrol,Dealer,Manual,Fourth & Above Owner
1940,Ford Ikon 1.6,2005,20000,25000,Petrol,Individual,Manual,Second Owner
1941,Tata Indigo LS,2012,220000,70000,Diesel,Individual,Manual,Second Owner
1942,Ford Ikon 1.3,2005,61000,4637,Petrol,Individual,Manual,Second Owner
1943,Maruti Swift VDI,2016,620000,70000,Diesel,Individual,Manual,First Owner
1944,Maruti Swift Dzire,2014,425000,100000,Diesel,Individual,Manual,Second Owner
1945,Tata Indica Vista,2009,85000,120000,Diesel,Individual,Manual,Second Owner
1946,Maruti Swift 1.3,2015,270000,40000,Diesel,Individual,Manual,Second Owner
1947,Mahindra KUV 100,2017,450000,30000,Petrol,Individual,Manual,First Owner
1948,Tata New Safari,2012,450000,42655,Diesel,Individual,Manual,First Owner
1949,Renault KWID 1.0,2017,250000,43000,Petrol,Individual,Manual,Second Owner
1950,Toyota Innova 2.5,2012,725000,70000,Diesel,Individual,Manual,First Owner
1951,Hyundai i20 Magna,2010,250000,55000,Petrol,Individual,Manual,First Owner
1952,Fiat Punto 1.3,2010,99000,80000,Diesel,Individual,Manual,Second Owner
1953,Renault KWID 1.0,2017,350000,55000,Petrol,Individual,Manual,First Owner
1954,Hyundai Xcent 1.2,2018,511000,70000,Petrol,Individual,Manual,First Owner
1955,Maruti Ritz VDi,2012,300000,80000,Diesel,Individual,Manual,First Owner
1956,Hyundai i10 Sportz,2010,125000,60000,Petrol,Individual,Manual,Third Owner
1957,Tata Tiago 1.2,2018,500000,30000,Petrol,Individual,Manual,First Owner
1958,Renault Duster 85PS,2013,385000,80000,Diesel,Individual,Manual,Second Owner
1959,Skoda Rapid 1.6,2012,350000,90000,Petrol,Individual,Manual,First Owner
1960,Hyundai Santro Xing,2012,300000,50000,Petrol,Individual,Manual,First Owner
1961,Hyundai i20 1.4,2012,400000,70000,Diesel,Individual,Manual,First Owner
1962,Ford Ecosport 1.5,2014,550000,110000,Diesel,Individual,Manual,First Owner
1963,Nissan Sunny XL,2012,300000,80000,Petrol,Individual,Manual,Second Owner
1964,Maruti Swift VDI,2012,250000,156000,Diesel,Individual,Manual,First Owner
1965,Maruti Eeco 5,2018,300000,25000,Petrol,Individual,Manual,First Owner
1966,Renault KWID AMT,2017,355000,40000,Petrol,Individual,Automatic,First Owner
1967,Maruti Swift Dzire,2015,520000,50000,Diesel,Individual,Manual,First Owner
1968,Hyundai Verna 1.6,2012,500000,26000,Diesel,Individual,Manual,First Owner
1969,Maruti Alto LXi,2008,114999,30000,Petrol,Individual,Manual,First Owner
1970,Mahindra TUV 300,2018,800000,20000,Diesel,Individual,Manual,First Owner
1971,Maruti Alto LXi,2008,105000,30000,Petrol,Individual,Manual,Second Owner
